case_id,transaction_id,transaction_date,dispute_date,resolution_date,transaction_amount,currency,payment_method,is_recurring,is_card_present,is_cross_border,is_digital_goods,card_network,reason_code,reason_category,reason_description,merchant_id,merchant_name,merchant_category_code,merchant_category_name,merchant_monthly_volume,merchant_chargeback_rate,merchant_avg_ticket,merchant_years_active,customer_id,customer_tenure_months,customer_total_orders,customer_prior_disputes,customer_prior_win_rate,customer_account_verified,customer_email_domain,days_to_dispute,days_to_respond,response_within_deadline,deadline_days,day_of_week_transaction,month_of_year,is_holiday_period,has_delivery_tracking,has_delivery_confirmation,has_delivery_signature,has_avs_match,has_cvv_match,has_3ds_authentication,has_customer_communication,has_refund_policy_shown,has_terms_accepted,has_ip_geomatch,has_device_fingerprint,has_usage_proof,has_prior_non_disputed_txn,evidence_count,evidence_completeness,evidence_strength_score,amount_log,amount_vs_merchant_avg,customer_risk_score,is_repeat_disputer,dispute_velocity,reason_code_encoded,category_encoded,mcc_encoded,win_probability_true,case_disposition,representment_won,evidence_score
CB-2024-09935,TXN-948726667,2024-12-01,2025-01-06,2025-02-03,919.65,CAD,debit,0,0,0,0,Visa,Visa_12.1,PROCESSING_ERROR,Late Presentment,MER-0017,NetMarket,5732,Electronics Stores,8197,5.987,278.97,16,CUST-00825,6,4,2,0.717,0,corporate.com,36,8,1,30,6,12,1,0,1,1,1,1,1,0,1,0,0,1,0,1,8,0.5,0.86,6.8251,3.297,1.285,1,0.3333,4,3,2,0.4203,REPRESENTED,0,0.9249999999999999
CB-2024-06893,TXN-388483639,2024-12-01,2024-12-06,2025-01-05,513.2,USD,credit,1,0,0,0,Visa,Visa_10.4,FRAUD,Fraud - Card Not Present,MER-0007,PixelBuy,7011,Hotels / Lodging,14474,9.107,419.75,2,CUST-02850,21,9,7,0.468,1,corporate.com,5,1,1,30,6,12,1,1,1,0,0,0,0,0,1,0,1,1,1,0,6,0.4,0.53,6.2426,1.223,2.16,1,0.3333,0,0,6,0.5565,REPRESENTED,1,0.36
CB-2024-01116,TXN-227661995,2024-12-01,2024-12-06,2024-12-17,68.78,USD,credit,0,0,0,0,Visa,Visa_13.1,CONSUMER_DISPUTE,Merchandise / Services Not Received,MER-0004,DigitalNest,5912,Drug Stores / Pharmacies,45060,5.072,421.92,6,CUST-02013,4,1,0,0.5,1,gmail.com,5,1,1,30,6,12,1,1,1,1,0,0,0,1,1,0,0,0,0,0,5,1.0,0.53,4.2453,0.163,0.15,0,0.0,7,1,3,0.9665,REPRESENTED,1,0.44999999999999996
CB-2024-04042,TXN-845127797,2024-12-01,2024-12-09,2025-01-22,63.2,USD,debit,0,0,0,0,Visa,Visa_10.4,FRAUD,Fraud - Card Not Present,MER-0001,CloudSoft Solutions,5411,Grocery Stores,29970,5.907,410.61,1,CUST-00914,12,3,1,0.126,1,corporate.com,8,1,1,30,6,12,1,0,0,0,1,1,0,0,0,1,1,1,0,1,6,0.8,0.39,4.162,0.154,0.762,0,0.0833,0,0,0,0.64,REPRESENTED,0,0.52
CB-2024-03147,TXN-270516052,2024-12-01,2024-12-27,2025-01-10,424.62,USD,credit,1,0,0,0,Visa,Visa_11.1,AUTHORIZATION,Card Recovery Bulletin,MER-0014,SmartBuy,6411,Insurance,30178,3.28,434.09,18,CUST-02262,28,3,2,0.322,0,yahoo.com,26,1,1,30,6,12,1,1,1,0,1,1,1,1,1,1,1,0,0,1,10,1.0,0.88,6.0535,0.978,0.832,1,0.0714,2,2,13,0.7628,REPRESENTED,1,1.0
CB-2024-00958,TXN-546199671,2024-12-01,2025-01-14,2025-02-27,69.27,EUR,credit,0,0,0,0,Visa,Visa_10.4,FRAUD,Fraud - Card Not Present,MER-0005,GadgetHub,5999,Misc. Retail,45241,1.492,392.24,14,CUST-02820,6,8,0,0.5,1,gmail.com,44,1,1,30,6,12,1,1,1,1,1,1,1,0,0,0,1,0,0,1,8,0.8,0.85,4.2523,0.177,0.15,0,0.0,0,0,4,0.9175,REPRESENTED,1,0.97
CB-2024-07068,TXN-380972867,2024-12-01,2024-12-06,2025-02-02,77.83,USD,credit,1,0,0,0,Mastercard,MC_4837,FRAUD,No Cardholder Authorization,MER-0014,SmartBuy,6411,Insurance,30178,3.28,434.09,18,CUST-00582,18,2,1,0.511,1,gmail.com,5,6,1,45,6,12,1,1,0,1,0,1,0,1,0,0,0,1,0,1,6,0.5,0.48,4.3673,0.179,0.48,0,0.0556,11,0,13,0.3842,REPRESENTED,1,0.275
CB-2024-06745,TXN-466647153,2024-12-01,2024-12-21,2025-01-22,310.33,USD,prepaid,1,0,0,1,Visa,Visa_11.2,AUTHORIZATION,Declined Authorization,MER-0020,VeloStore,7372,Software / SaaS,44888,3.743,429.74,1,CUST-02731,17,1,3,0.157,1,yahoo.com,20,8,1,30,6,12,1,0,0,0,1,1,1,0,1,1,0,0,0,1,6,1.0,0.5,5.7409,0.722,1.312,1,0.1765,3,2,5,0.9794,REPRESENTED,1,0.7000000000000001
CB-2024-00325,TXN-279294898,2024-12-01,2024-12-17,2025-02-07,59.63,USD,credit,0,0,0,0,Mastercard,MC_4837,FRAUD,No Cardholder Authorization,MER-0004,DigitalNest,5912,Drug Stores / Pharmacies,45060,5.072,421.92,6,CUST-01618,35,2,0,0.5,0,corporate.com,16,3,1,45,6,12,1,1,0,1,1,1,0,0,0,0,1,0,0,0,5,0.5,0.42,4.1048,0.141,0.35,0,0.0,11,0,3,0.5172,REPRESENTED,0,0.47500000000000003
CB-2024-00992,TXN-126277653,2024-12-01,2024-12-03,2025-01-27,748.96,EUR,credit,0,0,0,0,Mastercard,MC_4855,CONSUMER_DISPUTE,Goods / Services Not Received,MER-0017,NetMarket,5732,Electronics Stores,8197,5.987,278.97,16,CUST-02578,1,20,0,0.5,1,yahoo.com,2,1,1,45,6,12,1,1,0,1,1,1,1,1,1,1,0,0,0,1,9,0.667,0.78,6.62,2.685,0.15,0,0.0,13,1,2,0.9469,REPRESENTED,1,0.65005
CB-2024-07842,TXN-518234788,2024-12-01,2025-02-02,2025-02-16,316.66,USD,credit,0,0,0,0,Visa,Visa_10.4,FRAUD,Fraud - Card Not Present,MER-0007,PixelBuy,7011,Hotels / Lodging,14474,9.107,419.75,2,CUST-00334,17,2,3,0.118,1,yahoo.com,63,1,1,30,6,12,1,1,0,0,1,1,1,1,0,0,1,1,0,1,8,1.0,0.64,5.761,0.754,1.324,1,0.1765,0,0,6,0.98,REPRESENTED,1,0.7000000000000001
CB-2024-08943,TXN-343779449,2024-12-01,2024-12-08,2025-01-03,26.86,USD,debit,0,0,0,1,Visa,Visa_10.4,FRAUD,Fraud - Card Not Present,MER-0018,ZenShop,5912,Drug Stores / Pharmacies,16900,6.51,116.2,5,CUST-01461,4,1,0,0.5,0,gmail.com,7,2,1,30,6,12,1,0,0,0,0,0,0,0,0,1,1,1,0,0,3,0.4,0.18,3.3272,0.231,0.35,0,0.0,0,0,3,0.4172,REPRESENTED,0,0.06
CB-2024-04989,TXN-529570597,2024-12-01,2024-12-11,2025-02-02,157.03,USD,credit,1,0,0,0,Visa,Visa_13.1,CONSUMER_DISPUTE,Merchandise / Services Not Received,MER-0001,CloudSoft Solutions,5411,Grocery Stores,29970,5.907,410.61,1,CUST-02257,26,14,0,0.5,1,outlook.com,10,16,1,30,6,12,1,0,0,0,1,1,0,1,0,1,1,0,0,0,5,0.25,0.34,5.0628,0.382,0.15,0,0.0,7,1,0,0.6378,REPRESENTED,1,0.4375
CB-2024-02854,TXN-609964046,2024-12-01,2024-12-07,2024-12-24,152.68,USD,credit,0,0,0,0,Visa,Visa_13.1,CONSUMER_DISPUTE,Merchandise / Services Not Received,MER-0019,PeakCart,5999,Misc. Retail,23297,3.699,446.68,8,CUST-01284,96,3,0,0.5,1,yahoo.com,6,4,1,30,6,12,1,1,1,1,0,1,1,0,1,1,1,1,0,1,10,0.75,0.95,5.0349,0.342,0.15,0,0.0,7,1,4,0.9498,REPRESENTED,1,0.7625
CB-2024-02526,TXN-544401278,2024-12-01,2025-01-04,2025-02-04,103.8,USD,credit,0,0,0,0,Mastercard,MC_4808,AUTHORIZATION,Authorization Related Chargeback,MER-0013,UrbanCart,5961,Catalog / Mail-Order,13886,2.798,244.89,14,CUST-01389,31,2,0,0.5,1,gmail.com,34,3,1,45,6,12,1,0,0,1,1,1,0,1,1,1,1,1,0,0,8,0.5,0.61,4.6521,0.424,0.15,0,0.0,9,2,12,0.7521,REPRESENTED,0,0.47500000000000003
CB-2024-00594,TXN-542929352,2024-12-01,2024-12-10,2024-12-18,59.51,USD,credit,1,0,0,1,Visa,Visa_10.4,FRAUD,Fraud - Card Not Present,MER-0012,NexCommerce,4816,Computer Network Services,18051,0.853,374.54,6,CUST-01283,4,10,0,0.5,1,gmail.com,9,1,1,30,6,12,1,0,0,0,1,0,1,0,0,0,0,1,1,0,4,0.6,0.43,4.1028,0.159,0.15,0,0.0,0,0,11,0.653,REPRESENTED,0,0.43999999999999995
CB-2024-08601,TXN-434810237,2024-12-01,2025-01-21,2025-02-19,472.32,USD,debit,0,0,0,1,Visa,Visa_11.1,AUTHORIZATION,Card Recovery Bulletin,MER-0017,NetMarket,5732,Electronics Stores,8197,5.987,278.97,16,CUST-02326,5,11,2,0.265,1,outlook.com,51,2,1,30,6,12,1,1,0,0,0,1,0,0,0,0,0,1,1,0,4,0.0,0.31,6.1598,1.693,1.221,1,0.4,2,2,2,0.3944,REPRESENTED,0,0.2
CB-2024-08061,TXN-107648581,2024-12-01,2025-01-19,2025-02-11,763.12,USD,prepaid,0,0,1,0,Visa,Visa_10.4,FRAUD,Fraud - Card Not Present,MER-0017,NetMarket,5732,Electronics Stores,8197,5.987,278.97,16,CUST-01092,7,8,0,0.5,1,gmail.com,49,1,1,30,6,12,1,1,0,0,1,1,1,1,1,1,0,1,0,0,8,0.8,0.65,6.6387,2.735,0.15,0,0.0,0,0,2,0.7686,REPRESENTED,0,0.67
CB-2024-00772,TXN-197626523,2024-12-01,2024-12-17,2025-01-12,51.69,USD,prepaid,1,0,0,0,Visa,Visa_13.3,CONSUMER_DISPUTE,Not as Described or Defective Merchandise,MER-0004,DigitalNest,5912,Drug Stores / Pharmacies,45060,5.072,421.92,6,CUST-00598,1,1,1,0.131,1,yahoo.com,16,7,1,30,6,12,1,0,0,0,0,0,1,0,1,0,1,1,0,0,4,0.333,0.35,3.9644,0.123,0.761,0,1.0,8,1,3,0.5859,REPRESENTED,0,0.19995
CB-2024-02112,TXN-223603596,2024-12-01,2024-12-18,2025-01-26,33.82,USD,credit,0,0,0,0,Mastercard,MC_4853,CONSUMER_DISPUTE,Goods / Services Not as Described,MER-0018,ZenShop,5912,Drug Stores / Pharmacies,16900,6.51,116.2,5,CUST-01674,33,7,1,0.445,1,gmail.com,17,2,1,45,6,12,1,1,1,1,1,1,1,0,1,0,0,0,0,0,7,0.25,0.8,3.5502,0.291,0.348,0,0.0303,12,1,3,0.8585,REPRESENTED,1,0.8875
CB-2024-02605,TXN-734437430,2024-12-01,2024-12-02,2025-01-13,50.04,USD,debit,0,0,0,0,Visa,Visa_13.1,CONSUMER_DISPUTE,Merchandise / Services Not Received,MER-0016,ByteDeals,5812,Eating Places / Restaurants,1759,7.446,142.23,11,CUST-01637,31,36,0,0.5,0,outlook.com,1,2,1,30,6,12,1,0,0,0,1,1,0,1,0,1,1,1,0,1,7,0.25,0.46,3.9326,0.352,0.35,0,0.0,7,1,1,0.7282,REPRESENTED,1,0.4375
CB-2024-08590,TXN-668648553,2024-12-02,2025-02-11,2025-03-30,837.08,EUR,credit,0,0,0,1,Visa,Visa_10.4,FRAUD,Fraud - Card Not Present,MER-0011,AppZone,5045,Computers / Peripherals,10733,3.416,463.41,16,CUST-00628,11,1,1,0.552,1,corporate.com,71,1,1,30,0,12,1,0,0,0,0,0,1,0,1,1,1,0,1,0,5,0.4,0.44,6.7311,1.806,0.634,0,0.0909,0,0,10,0.5964,REPRESENTED,0,0.21
CB-2024-01725,TXN-842482807,2024-12-02,2025-02-11,2025-03-17,232.7,USD,credit,1,0,0,1,Mastercard,MC_4834,PROCESSING_ERROR,Duplicate Processing,MER-0003,SwiftShop,5732,Electronics Stores,27813,1.574,177.32,6,CUST-01493,2,1,0,0.5,1,gmail.com,71,8,1,45,0,12,1,0,0,0,0,1,0,1,0,0,0,0,1,1,4,0.5,0.3,5.454,1.312,0.15,0,0.0,10,3,2,0.9611,REPRESENTED,1,0.275
CB-2024-01754,TXN-680761149,2024-12-02,2024-12-08,2025-01-05,351.7,USD,credit,1,0,1,0,Visa,Visa_10.4,FRAUD,Fraud - Card Not Present,MER-0010,InnoRetail,5651,Clothing / Apparel,47361,1.391,330.38,5,CUST-02807,9,1,0,0.5,0,hotmail.com,6,1,1,30,0,12,1,1,1,1,0,1,0,1,1,1,1,0,0,1,9,0.4,0.77,5.8656,1.065,0.35,0,0.0,0,0,9,0.4227,REPRESENTED,0,0.56
CB-2024-01205,TXN-287097134,2024-12-02,2024-12-29,2025-01-23,54.6,USD,debit,0,0,0,0,Visa,Visa_10.4,FRAUD,Fraud - Card Not Present,MER-0004,DigitalNest,5912,Drug Stores / Pharmacies,45060,5.072,421.92,6,CUST-00792,2,4,0,0.5,0,gmail.com,27,1,1,30,0,12,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0.2,0.14,4.0182,0.129,0.35,0,0.0,0,0,3,0.3514,REPRESENTED,0,0.23
CB-2024-08272,TXN-480853641,2024-12-02,2024-12-06,2025-01-24,1696.62,USD,credit,0,0,0,0,Visa,Visa_12.2,PROCESSING_ERROR,Incorrect Transaction Code,MER-0011,AppZone,5045,Computers / Peripherals,10733,3.416,463.41,16,CUST-01163,27,1,0,0.5,1,outlook.com,4,7,1,30,0,12,1,1,0,0,1,1,0,0,1,1,1,0,1,1,8,1.0,0.53,7.437,3.661,0.15,0,0.0,5,3,10,0.9009,REPRESENTED,1,0.55
CB-2024-04416,TXN-555907586,2024-12-02,2024-12-05,2024-12-14,609.73,USD,prepaid,0,0,0,0,Visa,Visa_13.3,CONSUMER_DISPUTE,Not as Described or Defective Merchandise,MER-0011,AppZone,5045,Computers / Peripherals,10733,3.416,463.41,16,CUST-01063,30,4,0,0.5,1,outlook.com,3,1,1,30,0,12,1,1,0,0,1,1,0,0,1,1,1,0,0,1,7,0.667,0.43,6.4147,1.316,0.15,0,0.0,8,1,10,0.5042,REPRESENTED,0,0.50005
CB-2024-02344,TXN-397658946,2024-12-02,2024-12-11,2025-01-24,178.04,USD,credit,0,0,0,0,Visa,Visa_10.4,FRAUD,Fraud - Card Not Present,MER-0013,UrbanCart,5961,Catalog / Mail-Order,13886,2.798,244.89,14,CUST-00475,1,12,0,0.5,1,yahoo.com,9,4,1,30,0,12,1,1,0,0,1,1,0,1,0,1,0,0,0,1,6,0.4,0.4,5.1876,0.727,0.15,0,0.0,0,0,12,0.4993,REPRESENTED,1,0.46
CB-2024-00611,TXN-733483256,2024-12-02,2025-01-06,2025-02-21,234.01,GBP,credit,0,0,1,1,Visa,Visa_13.3,CONSUMER_DISPUTE,Not as Described or Defective Merchandise,MER-0006,PrimeGoods,7372,Software / SaaS,9101,2.92,237.28,18,CUST-02079,23,1,0,0.5,1,gmail.com,35,5,1,30,0,12,1,0,0,0,1,0,0,0,0,1,0,1,0,0,3,0.333,0.21,5.4596,0.986,0.15,0,0.0,8,1,5,0.4279,REPRESENTED,1,0.24995
CB-2024-00748,TXN-624436072,2024-12-02,2024-12-28,2025-01-24,561.61,USD,debit,0,0,0,0,Visa,Visa_10.4,FRAUD,Fraud - Card Not Present,MER-0003,SwiftShop,5732,Electronics Stores,27813,1.574,177.32,6,CUST-02094,24,16,0,0.5,1,outlook.com,26,1,1,30,0,12,1,1,0,1,1,1,0,1,1,0,0,0,0,1,7,0.4,0.54,6.3326,3.167,0.15,0,0.0,0,0,2,0.5283,REPRESENTED,0,0.46
CB-2024-08939,TXN-646593548,2024-12-02,2025-03-15,2025-05-04,70.18,USD,prepaid,1,0,1,1,Mastercard,MC_4853,CONSUMER_DISPUTE,Goods / Services Not as Described,MER-0012,NexCommerce,4816,Computer Network Services,18051,0.853,374.54,6,CUST-01942,59,1,0,0.5,1,yahoo.com,103,1,1,45,0,12,1,1,0,0,1,1,0,0,1,1,1,1,0,1,8,0.5,0.5,4.2652,0.187,0.15,0,0.0,12,1,11,0.407,REPRESENTED,0,0.47500000000000003
CB-2024-05105,TXN-399780051,2024-12-03,2024-12-14,2025-02-04,226.38,USD,credit,0,0,0,1,Visa,Visa_10.4,FRAUD,Fraud - Card Not Present,MER-0020,VeloStore,7372,Software / SaaS,44888,3.743,429.74,1,CUST-00501,23,11,0,0.5,0,yahoo.com,11,8,1,30,1,12,1,0,0,0,1,1,0,1,1,0,1,1,0,1,7,0.8,0.45,5.4266,0.527,0.35,0,0.0,0,0,5,0.6922,REPRESENTED,1,0.52
CB-2024-00796,TXN-140062149,2024-12-03,2024-12-07,2024-12-15,31.09,USD,credit,0,0,0,0,Mastercard,MC_4855,CONSUMER_DISPUTE,Goods / Services Not Received,MER-0018,ZenShop,5912,Drug Stores / Pharmacies,16900,6.51,116.2,5,CUST-02994,56,8,0,0.5,1,corporate.com,4,1,1,45,1,12,1,1,0,0,1,1,0,1,1,0,0,0,0,1,6,0.333,0.39,3.4685,0.268,0.15,0,0.0,13,1,3,0.6319,REPRESENTED,1,0.44995
CB-2024-09741,TXN-385411819,2024-12-03,2025-01-01,2025-02-11,817.76,USD,credit,0,0,0,1,Mastercard,MC_4808,AUTHORIZATION,Authorization Related Chargeback,MER-0020,VeloStore,7372,Software / SaaS,44888,3.743,429.74,1,CUST-01211,1,7,0,0.5,0,gmail.com,29,13,1,45,1,12,1,0,0,0,0,1,0,1,1,0,1,1,0,1,6,0.0,0.37,6.7078,1.903,0.35,0,0.0,9,2,5,0.5907,REPRESENTED,1,0.2
CB-2024-01557,TXN-321287704,2024-12-03,2024-12-13,2025-01-17,613.35,USD,debit,0,0,0,0,Mastercard,MC_4837,FRAUD,No Cardholder Authorization,MER-0017,NetMarket,5732,Electronics Stores,8197,5.987,278.97,16,CUST-02523,3,3,1,0.267,0,yahoo.com,10,2,1,45,1,12,1,1,1,1,1,1,1,0,1,0,1,0,0,0,8,0.75,0.85,6.4206,2.199,0.92,0,0.3333,11,0,2,0.7825,REPRESENTED,1,0.9624999999999999
CB-2024-08616,TXN-103578129,2024-12-03,2024-12-12,2025-01-04,1457.73,USD,credit,1,0,0,0,Visa,Visa_12.2,PROCESSING_ERROR,Incorrect Transaction Code,MER-0003,SwiftShop,5732,Electronics Stores,27813,1.574,177.32,6,CUST-02741,61,1,1,0.682,0,gmail.com,9,10,1,30,1,12,1,1,1,1,0,1,0,0,1,1,1,0,0,1,8,1.0,0.7,7.2853,8.221,0.394,0,0.0164,5,3,2,0.8846,REPRESENTED,1,0.65
CB-2024-06721,TXN-738904934,2024-12-03,2024-12-24,2025-02-24,97.83,USD,prepaid,1,0,0,0,Mastercard,MC_4863,FRAUD,Cardholder Does Not Recognize,MER-0013,UrbanCart,5961,Catalog / Mail-Order,13886,2.798,244.89,14,CUST-01188,2,9,1,0.229,1,hotmail.com,21,5,1,45,1,12,1,1,1,0,0,1,1,0,0,1,1,0,0,1,7,0.5,0.68,4.5934,0.399,0.731,0,0.5,14,0,12,0.9169,REPRESENTED,0,0.725
CB-2024-02080,TXN-255375530,2024-12-03,2024-12-04,2024-12-21,33.44,USD,debit,1,0,0,0,Visa,Visa_13.1,CONSUMER_DISPUTE,Merchandise / Services Not Received,MER-0018,ZenShop,5912,Drug Stores / Pharmacies,16900,6.51,116.2,5,CUST-00517,15,2,0,0.5,1,gmail.com,1,8,1,30,1,12,1,0,0,0,1,1,0,0,1,0,1,1,0,1,6,0.0,0.38,3.5392,0.288,0.15,0,0.0,7,1,3,0.6386,REPRESENTED,0,0.4
CB-2024-03194,TXN-139248671,2024-12-03,2024-12-15,2025-02-01,20.7,USD,debit,0,0,0,0,Mastercard,MC_4808,AUTHORIZATION,Authorization Related Chargeback,MER-0019,PeakCart,5999,Misc. Retail,23297,3.699,446.68,8,CUST-00587,27,1,0,0.5,1,outlook.com,12,15,1,45,1,12,1,0,0,0,1,1,1,0,1,1,1,1,0,1,8,1.0,0.62,3.0773,0.046,0.15,0,0.0,9,2,4,0.9153,REPRESENTED,1,0.7000000000000001
CB-2024-05113,TXN-157642194,2024-12-03,2024-12-05,2025-01-21,372.45,CAD,credit,0,0,0,0,Visa,Visa_13.1,CONSUMER_DISPUTE,Merchandise / Services Not Received,MER-0014,SmartBuy,6411,Insurance,30178,3.28,434.09,18,CUST-00709,4,6,0,0.5,1,gmail.com,2,1,1,30,1,12,1,1,0,1,0,0,0,1,1,0,1,0,0,0,5,0.75,0.38,5.9228,0.858,0.15,0,0.0,7,1,13,0.9162,REPRESENTED,1,0.11249999999999999
CB-2024-02668,TXN-937161684,2024-12-03,2024-12-11,2025-02-20,1606.9,USD,prepaid,0,1,0,1,Mastercard,MC_4837,FRAUD,No Cardholder Authorization,MER-0008,QuickCart,4722,Travel Agencies,9247,1.457,153.87,14,CUST-00206,1,1,0,0.5,0,gmail.com,8,14,1,45,1,12,1,0,0,0,1,1,1,1,0,1,1,1,1,1,9,1.0,0.74,7.3827,10.443,0.35,0,0.0,11,0,7,0.9272,REPRESENTED,1,0.7000000000000001
CB-2024-03403,TXN-507724298,2024-12-03,2024-12-12,2025-01-12,516.35,USD,debit,0,0,0,0,Visa,Visa_10.4,FRAUD,Fraud - Card Not Present,MER-0003,SwiftShop,5732,Electronics Stores,27813,1.574,177.32,6,CUST-00586,4,6,2,0.223,1,gmail.com,9,1,1,30,1,12,1,1,1,0,1,1,0,0,1,0,1,0,0,1,7,0.6,0.57,6.2487,2.912,1.233,1,0.5,0,0,2,0.5377,REPRESENTED,1,0.7899999999999999
CB-2024-08205,TXN-698855115,2024-12-03,2024-12-27,2025-01-16,146.5,USD,debit,0,0,0,0,Visa,Visa_13.3,CONSUMER_DISPUTE,Not as Described or Defective Merchandise,MER-0016,ByteDeals,5812,Eating Places / Restaurants,1759,7.446,142.23,11,CUST-00474,9,1,1,0.495,1,gmail.com,24,3,1,30,1,12,1,1,1,0,1,1,0,1,1,1,0,0,0,1,8,1.0,0.65,4.9938,1.03,0.652,0,0.1111,8,1,1,0.8731,REPRESENTED,0,0.85
CB-2024-02062,TXN-209861608,2024-12-03,2024-12-08,2025-01-13,292.14,USD,debit,0,0,0,0,Mastercard,MC_4837,FRAUD,No Cardholder Authorization,MER-0010,InnoRetail,5651,Clothing / Apparel,47361,1.391,330.38,5,CUST-02161,4,2,0,0.5,1,outlook.com,5,1,1,45,1,12,1,0,1,1,1,1,0,0,0,0,1,1,0,1,7,0.75,0.68,5.6807,0.884,0.15,0,0.0,11,0,9,0.653,REPRESENTED,1,0.8125
CB-2024-07905,TXN-214383920,2024-12-03,2025-02-17,2025-03-19,177.86,USD,credit,0,0,0,0,Visa,Visa_13.3,CONSUMER_DISPUTE,Not as Described or Defective Merchandise,MER-0014,SmartBuy,6411,Insurance,30178,3.28,434.09,18,CUST-00556,5,1,0,0.5,1,gmail.com,76,1,1,30,1,12,1,1,0,0,1,1,0,0,0,1,1,0,0,0,5,0.333,0.33,5.1866,0.41,0.15,0,0.0,8,1,13,0.481,REPRESENTED,1,0.44995
CB-2024-07971,TXN-288467697,2024-12-04,2025-03-09,2025-04-06,198.61,USD,debit,1,0,0,0,Visa,Visa_13.1,CONSUMER_DISPUTE,Merchandise / Services Not Received,MER-0013,UrbanCart,5961,Catalog / Mail-Order,13886,2.798,244.89,14,CUST-01587,50,16,0,0.5,1,gmail.com,95,1,1,30,2,12,1,1,0,0,0,1,0,1,1,0,1,0,0,0,5,0.5,0.31,5.2964,0.811,0.15,0,0.0,7,1,12,0.8136,REPRESENTED,1,0.275
CB-2024-06032,TXN-824981131,2024-12-04,2024-12-23,2025-01-19,1489.91,USD,debit,0,0,1,1,Visa,Visa_10.4,FRAUD,Fraud - Card Not Present,MER-0008,QuickCart,4722,Travel Agencies,9247,1.457,153.87,14,CUST-02661,26,15,0,0.5,1,hotmail.com,19,10,1,30,2,12,1,0,0,0,1,1,1,0,1,1,0,1,0,1,7,0.8,0.57,7.3071,9.683,0.15,0,0.0,0,0,7,0.8714,REPRESENTED,1,0.67
CB-2024-09449,TXN-859695312,2024-12-04,2025-01-10,2025-01-24,722.39,USD,prepaid,0,1,0,0,Visa,Visa_12.1,PROCESSING_ERROR,Late Presentment,MER-0007,PixelBuy,7011,Hotels / Lodging,14474,9.107,419.75,2,CUST-00833,1,11,2,0.757,1,yahoo.com,37,2,1,30,2,12,1,1,1,1,0,1,0,1,0,1,1,1,0,0,8,0.5,0.74,6.5839,1.721,1.073,1,2.0,4,3,6,0.6628,REPRESENTED,1,0.575
CB-2024-00002,TXN-647272589,2024-12-04,2025-02-21,2025-04-07,22.5,USD,credit,0,0,0,0,Visa,Visa_10.4,FRAUD,Fraud - Card Not Present,MER-0001,CloudSoft Solutions,5411,Grocery Stores,29970,5.907,410.61,1,CUST-02896,15,9,0,0.5,1,outlook.com,79,3,1,30,2,12,1,0,0,1,1,0,0,1,0,1,0,1,0,0,5,0.4,0.43,3.157,0.055,0.15,0,0.0,0,0,0,0.4615,REPRESENTED,0,0.26
CB-2024-00250,TXN-855267152,2024-12-04,2024-12-30,2025-02-12,33.91,GBP,credit,0,0,0,0,Visa,Visa_12.1,PROCESSING_ERROR,Late Presentment,MER-0002,TechMart Online,5812,Eating Places / Restaurants,22216,4.5,248.63,8,CUST-01565,33,16,0,0.5,0,gmail.com,26,2,1,30,2,12,1,1,1,1,1,0,0,0,0,1,1,0,0,1,7,0.5,0.65,3.5528,0.136,0.35,0,0.0,4,3,1,0.6154,REPRESENTED,1,0.575
CB-2024-03613,TXN-998692807,2024-12-04,2024-12-05,2025-01-04,303.22,USD,credit,1,0,0,0,Visa,Visa_13.3,CONSUMER_DISPUTE,Not as Described or Defective Merchandise,MER-0013,UrbanCart,5961,Catalog / Mail-Order,13886,2.798,244.89,14,CUST-01927,22,7,0,0.5,0,outlook.com,1,4,1,30,2,12,1,1,0,0,1,1,0,0,1,1,0,0,0,1,6,0.667,0.38,5.7178,1.238,0.35,0,0.0,8,1,12,0.4937,REPRESENTED,0,0.50005
CB-2024-00069,TXN-170015807,2024-12-04,2025-01-02,2025-02-22,115.98,USD,credit,1,0,0,1,Mastercard,MC_4808,AUTHORIZATION,Authorization Related Chargeback,MER-0012,NexCommerce,4816,Computer Network Services,18051,0.853,374.54,6,CUST-01693,11,6,0,0.5,1,gmail.com,29,3,1,45,2,12,1,0,0,0,1,1,1,0,0,0,1,0,0,0,4,1.0,0.39,4.762,0.31,0.15,0,0.0,9,2,11,0.9336,REPRESENTED,1,0.7000000000000001
CB-2024-06918,TXN-599557587,2024-12-05,2024-12-19,2025-01-02,158.08,USD,debit,0,0,0,1,Visa,Visa_10.4,FRAUD,Fraud - Card Not Present,MER-0019,PeakCart,5999,Misc. Retail,23297,3.699,446.68,8,CUST-02769,40,34,0,0.5,1,corporate.com,14,6,1,30,3,12,1,0,0,0,1,0,1,1,0,0,0,0,0,1,4,0.4,0.38,5.0694,0.354,0.15,0,0.0,0,0,4,0.721,REPRESENTED,1,0.41
CB-2024-06299,TXN-282555930,2024-12-05,2025-01-01,2025-03-03,823.45,USD,credit,0,0,1,0,Mastercard,MC_4837,FRAUD,No Cardholder Authorization,MER-0007,PixelBuy,7011,Hotels / Lodging,14474,9.107,419.75,2,CUST-01579,74,1,3,0.682,1,gmail.com,27,4,1,45,3,12,1,1,0,1,1,1,1,1,1,0,1,0,0,0,8,0.75,0.72,6.7147,1.962,0.339,1,0.0405,11,0,6,0.8175,REPRESENTED,1,0.6625000000000001
